"rank" "remaining_area" "remaining_cost" "mean" "max" "min" "mean_positive" "weighted_mean_positive" "max_positive" "min_positive"
0.01069 4446384 0.0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.01079 4445935 0.0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.01089 4445486 0.0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.01099 4445037 0.0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.01109 4444588 0.0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.01119 4444139 0.0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.01129 4443690 0.0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.01139 4443241 0.0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.01149 4442792 0.0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.01159 4442343 0.0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.01169 4441894 0.0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.01179 4441445 0.0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.01189 4440996 0.0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.01199 4440547 0.0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.01209 4440098 0.0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.01219 4439649 0.0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.01229 4439200 0.0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.01239 4438751 0.0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.01249 4438302 0.0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.01259 4437853 0.0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.01269 4437404 0.0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.01279 4436955 0.0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.01289 4436506 0.0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.01299 4436057 0.0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.01309 4435608 0.0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.01319 4435159 0.0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.01329 4434710 0.0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.01339 4434261 0.0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.01349 4433812 0.0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.01359 4433363 0.0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.01369 4432914 0.0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.01379 4432465 0.0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.01389 4432016 0.0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.01399 4431567 0.0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.01409 4431118 0.0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.01419 4430669 0.0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.01429 4430220 0.0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.01439 4429771 0.0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.01449 4429322 0.0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.01459 4428873 0.0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.01469 4428424 0.0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.01479 4427975 0.0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.01489 4427526 0.0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.01499 4427077 0.0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.01509 4426628 0.0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.01519 4426179 0.0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.01528 4425730 0.0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.01538 4425281 0.0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.01548 4424832 0.0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.01558 4424383 0.0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.01568 4423934 0.0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.01578 4423485 0.0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.01588 4423036 0.0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.01598 4422587 0.0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.01608 4422138 0.0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.01618 4421689 0.0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.01628 4421240 0.0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.01638 4420791 0.0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.01648 4420342 0.0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.01658 4419893 0.0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.01668 4419444 0.0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.01678 4418995 0.0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.01688 4418546 0.0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.01698 4418097 0.0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.01708 4417648 0.0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.01718 4417199 0.0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.01728 4416750 0.0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.01738 4416301 0.0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.01748 4415852 0.0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.01758 4415403 0.0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.01768 4414954 0.0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.01778 4414505 0.0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.01788 4414056 0.0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.01798 4413607 0.0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.01808 4413158 0.0 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000 1.0000
0.01818 4412709 0.0 0.9999 0.9999 0.9999 0.9999 0.9999 0.9999 0.9999
0.01828 4412260 0.0 0.9999 0.9999 0.9999 0.9999 0.9999 0.9999 0.9999
0.01838 4411811 0.0 0.9999 0.9999 0.9999 0.9999 0.9999 0.9999 0.9999
0.01848 4411362 0.0 0.9999 0.9999 0.9999 0.9999 0.9999 0.9999 0.9999
0.01858 4410913 0.0 0.9999 0.9999 0.9999 0.9999 0.9999 0.9999 0.9999
0.01868 4410464 0.0 0.9999 0.9999 0.9999 0.9999 0.9999 0.9999 0.9999
0.01878 4410015 0.0 0.9999 0.9999 0.9999 0.9999 0.9999 0.9999 0.9999
0.01888 4409566 0.0 0.9999 0.9999 0.9999 0.9999 0.9999 0.9999 0.9999
0.01898 4409117 0.0 0.9999 0.9999 0.9999 0.9999 0.9999 0.9999 0.9999
0.01908 4408668 0.0 0.9999 0.9999 0.9999 0.9999 0.9999 0.9999 0.9999
0.01918 4408219 0.0 0.9999 0.9999 0.9999 0.9999 0.9999 0.9999 0.9999
0.01928 4407770 0.0 0.9999 0.9999 0.9999 0.9999 0.9999 0.9999 0.9999
0.01938 4407321 0.0 0.9999 0.9999 0.9999 0.9999 0.9999 0.9999 0.9999
0.01948 4406872 0.0 0.9999 0.9999 0.9999 0.9999 0.9999 0.9999 0.9999
0.01958 4406423 0.0 0.9999 0.9999 0.9999 0.9999 0.9999 0.9999 0.9999
0.01968 4405974 0.0 0.9999 0.9999 0.9999 0.9999 0.9999 0.9999 0.9999
0.01978 4405525 0.0 0.9999 0.9999 0.9999 0.9999 0.9999 0.9999 0.9999
0.01988 4405076 0.0 0.9999 0.9999 0.9999 0.9999 0.9999 0.9999 0.9999
0.01998 4404627 0.0 0.9999 0.9999 0.9999 0.9999 0.9999 0.9999 0.9999
0.02008 4404178 0.0 0.9999 0.9999 0.9999 0.9999 0.9999 0.9999 0.9999
0.02018 4403729 0.0 0.9999 0.9999 0.9999 0.9999 0.9999 0.9999 0.9999
0.02028 4403280 0.0 0.9999 0.9999 0.9999 0.9999 0.9999 0.9999 0.9999
0.02038 4402831 0.0 0.9999 0.9999 0.9999 0.9999 0.9999 0.9999 0.9999
0.02048 4402382 0.0 0.9999 0.9999 0.9999 0.9999 0.9999 0.9999 0.9999
0.02058 4401933 0.0 0.9999 0.9999 0.9999 0.9999 0.9999 0.9999 0.9999
0.02068 4401484 0.0 0.9999 0.9999 0.9999 0.9999 0.9999 0.9999 0.9999
0.02078 4401035 0.0 0.9999 0.9999 0.9999 0.9999 0.9999 0.9999 0.9999
0.02088 4400586 0.0 0.9999 0.9999 0.9999 0.9999 0.9999 0.9999 0.9999
0.02098 4400137 0.0 0.9999 0.9999 0.9999 0.9999 0.9999 0.9999 0.9999
0.02108 4399688 0.0 0.9999 0.9999 0.9999 0.9999 0.9999 0.9999 0.9999
0.02118 4399239 0.0 0.9999 0.9999 0.9999 0.9999 0.9999 0.9999 0.9999
0.02128 4398790 0.0 0.9999 0.9999 0.9999 0.9999 0.9999 0.9999 0.9999
0.02138 4398341 0.0 0.9999 0.9999 0.9999 0.9999 0.9999 0.9999 0.9999
0.02148 4397892 0.0 0.9999 0.9999 0.9999 0.9999 0.9999 0.9999 0.9999
0.02158 4397443 0.0 0.9999 0.9999 0.9999 0.9999 0.9999 0.9999 0.9999
0.02168 4396994 0.0 0.9999 0.9999 0.9999 0.9999 0.9999 0.9999 0.9999
0.02178 4396545 0.0 0.9999 0.9999 0.9999 0.9999 0.9999 0.9999 0.9999
0.02188 4396096 0.0 0.9999 0.9999 0.9999 0.9999 0.9999 0.9999 0.9999
0.02198 4395647 0.0 0.9999 0.9999 0.9999 0.9999 0.9999 0.9999 0.9999
0.02208 4395198 0.0 0.9999 0.9999 0.9999 0.9999 0.9999 0.9999 0.9999
0.02218 4394749 0.0 0.9999 0.9999 0.9999 0.9999 0.9999 0.9999 0.9999
0.02228 4394300 0.0 0.9999 0.9999 0.9999 0.9999 0.9999 0.9999 0.9999
0.02238 4393851 0.0 0.9999 0.9999 0.9999 0.9999 0.9999 0.9999 0.9999
0.02248 4393402 0.0 0.9999 0.9999 0.9999 0.9999 0.9999 0.9999 0.9999
0.02258 4392953 0.0 0.9999 0.9999 0.9999 0.9999 0.9999 0.9999 0.9999
0.02268 4392504 0.0 0.9999 0.9999 0.9999 0.9999 0.9999 0.9999 0.9999
0.02278 4392055 0.0 0.9999 0.9999 0.9999 0.9999 0.9999 0.9999 0.9999
0.02288 4391606 0.0 0.9998 0.9998 0.9998 0.9998 0.9998 0.9998 0.9998
0.02298 4391157 0.0 0.9998 0.9998 0.9998 0.9998 0.9998 0.9998 0.9998
0.02308 4390708 0.0 0.9998 0.9998 0.9998 0.9998 0.9998 0.9998 0.9998
0.02318 4390259 0.0 0.9998 0.9998 0.9998 0.9998 0.9998 0.9998 0.9998
0.02328 4389810 0.0 0.9998 0.9998 0.9998 0.9998 0.9998 0.9998 0.9998
0.02338 4389361 0.0 0.9998 0.9998 0.9998 0.9998 0.9998 0.9998 0.9998
0.02348 4388912 0.0 0.9998 0.9998 0.9998 0.9998 0.9998 0.9998 0.9998
0.02358 4388463 0.0 0.9998 0.9998 0.9998 0.9998 0.9998 0.9998 0.9998
0.02368 4388014 0.0 0.9998 0.9998 0.9998 0.9998 0.9998 0.9998 0.9998
0.02378 4387565 0.0 0.9998 0.9998 0.9998 0.9998 0.9998 0.9998 0.9998
0.02388 4387116 0.0 0.9998 0.9998 0.9998 0.9998 0.9998 0.9998 0.9998
0.02398 4386667 0.0 0.9998 0.9998 0.9998 0.9998 0.9998 0.9998 0.9998
0.02408 4386218 0.0 0.9998 0.9998 0.9998 0.9998 0.9998 0.9998 0.9998
0.02418 4385769 0.0 0.9998 0.9998 0.9998 0.9998 0.9998 0.9998 0.9998
0.02428 4385320 0.0 0.9998 0.9998 0.9998 0.9998 0.9998 0.9998 0.9998
0.02438 4384871 0.0 0.9998 0.9998 0.9998 0.9998 0.9998 0.9998 0.9998
0.02448 4384422 0.0 0.9998 0.9998 0.9998 0.9998 0.9998 0.9998 0.9998
0.02458 4383973 0.0 0.9998 0.9998 0.9998 0.9998 0.9998 0.9998 0.9998
0.02468 4383524 0.0 0.9998 0.9998 0.9998 0.9998 0.9998 0.9998 0.9998
0.02478 4383075 0.0 0.9998 0.9998 0.9998 0.9998 0.9998 0.9998 0.9998
0.02488 4382626 0.0 0.9998 0.9998 0.9998 0.9998 0.9998 0.9998 0.9998
0.02498 4382177 0.0 0.9998 0.9998 0.9998 0.9998 0.9998 0.9998 0.9998
0.02508 4381728 0.0 0.9998 0.9998 0.9998 0.9998 0.9998 0.9998 0.9998
0.02518 4381279 0.0 0.9998 0.9998 0.9998 0.9998 0.9998 0.9998 0.9998
0.02528 4380830 0.0 0.9998 0.9998 0.9998 0.9998 0.9998 0.9998 0.9998
0.02537 4380381 0.0 0.9998 0.9998 0.9998 0.9998 0.9998 0.9998 0.9998
0.02547 4379932 0.0 0.9998 0.9998 0.9998 0.9998 0.9998 0.9998 0.9998
0.02557 4379483 0.0 0.9998 0.9998 0.9998 0.9998 0.9998 0.9998 0.9998
0.02567 4379034 0.0 0.9998 0.9998 0.9998 0.9998 0.9998 0.9998 0.9998
0.02577 4378585 0.0 0.9998 0.9998 0.9998 0.9998 0.9998 0.9998 0.9998
0.02587 4378136 0.0 0.9998 0.9998 0.9998 0.9998 0.9998 0.9998 0.9998
0.02597 4377687 0.0 0.9998 0.9998 0.9998 0.9998 0.9998 0.9998 0.9998
0.02607 4377238 0.0 0.9998 0.9998 0.9998 0.9998 0.9998 0.9998 0.9998
0.02617 4376789 0.0 0.9997 0.9997 0.9997 0.9997 0.9997 0.9997 0.9997
0.02627 4376340 0.0 0.9997 0.9997 0.9997 0.9997 0.9997 0.9997 0.9997
0.02637 4375891 0.0 0.9997 0.9997 0.9997 0.9997 0.9997 0.9997 0.9997
0.02647 4375442 0.0 0.9997 0.9997 0.9997 0.9997 0.9997 0.9997 0.9997
0.02657 4374993 0.0 0.9997 0.9997 0.9997 0.9997 0.9997 0.9997 0.9997
0.02667 4374544 0.0 0.9997 0.9997 0.9997 0.9997 0.9997 0.9997 0.9997
0.02677 4374095 0.0 0.9997 0.9997 0.9997 0.9997 0.9997 0.9997 0.9997
0.02687 4373646 0.0 0.9997 0.9997 0.9997 0.9997 0.9997 0.9997 0.9997
0.02697 4373197 0.0 0.9997 0.9997 0.9997 0.9997 0.9997 0.9997 0.9997
0.02707 4372748 0.0 0.9997 0.9997 0.9997 0.9997 0.9997 0.9997 0.9997
0.02717 4372299 0.0 0.9997 0.9997 0.9997 0.9997 0.9997 0.9997 0.9997
0.02727 4371850 0.0 0.9997 0.9997 0.9997 0.9997 0.9997 0.9997 0.9997
0.02737 4371401 0.0 0.9997 0.9997 0.9997 0.9997 0.9997 0.9997 0.9997
0.02747 4370952 0.0 0.9997 0.9997 0.9997 0.9997 0.9997 0.9997 0.9997
0.02757 4370503 0.0 0.9997 0.9997 0.9997 0.9997 0.9997 0.9997 0.9997
0.02767 4370054 0.0 0.9997 0.9997 0.9997 0.9997 0.9997 0.9997 0.9997
0.02777 4369605 0.0 0.9997 0.9997 0.9997 0.9997 0.9997 0.9997 0.9997
0.02787 4369156 0.0 0.9997 0.9997 0.9997 0.9997 0.9997 0.9997 0.9997
0.02797 4368707 0.0 0.9997 0.9997 0.9997 0.9997 0.9997 0.9997 0.9997
0.02807 4368258 0.0 0.9997 0.9997 0.9997 0.9997 0.9997 0.9997 0.9997
0.02817 4367809 0.0 0.9997 0.9997 0.9997 0.9997 0.9997 0.9997 0.9997
0.02827 4367360 0.0 0.9997 0.9997 0.9997 0.9997 0.9997 0.9997 0.9997
0.02837 4366911 0.0 0.9997 0.9997 0.9997 0.9997 0.9997 0.9997 0.9997
0.02847 4366462 0.0 0.9997 0.9997 0.9997 0.9997 0.9997 0.9997 0.9997
0.02857 4366013 0.0 0.9997 0.9997 0.9997 0.9997 0.9997 0.9997 0.9997
