"rank" "feature_density_pos" "weighted_feature_density_pos" 
0.00000 0.0000 0.0000
0.00010 0.0000 0.0000
0.00020 0.0000 0.0000
0.00030 0.0000 0.0000
0.00040 0.0000 0.0000
0.00050 0.0000 0.0000
0.00060 0.0000 0.0000
0.00070 0.0000 0.0000
0.00079 0.0000 0.0000
0.00089 0.0000 0.0000
0.00099 0.0000 0.0000
0.00109 0.0000 0.0000
0.00119 0.0000 0.0000
0.00129 0.0000 0.0000
0.00139 0.0000 0.0000
0.00149 0.0000 0.0000
0.00159 0.0000 0.0000
0.00169 0.0000 0.0000
0.00179 0.0000 0.0000
0.00189 0.0000 0.0000
0.00199 0.0000 0.0000
0.00209 0.0000 0.0000
0.00219 0.0000 0.0000
0.00228 0.0000 0.0000
0.00238 0.0000 0.0000
0.00248 0.0000 0.0000
0.00258 0.0000 0.0000
0.00268 0.0000 0.0000
0.00278 0.0000 0.0000
0.00288 0.0000 0.0000
0.00298 0.0000 0.0000
0.00308 0.0000 0.0000
0.00318 0.0000 0.0000
0.00328 0.0000 0.0000
0.00338 0.0000 0.0000
0.00348 0.0000 0.0000
0.00358 0.0000 0.0000
0.00368 0.0000 0.0000
0.00377 0.0000 0.0000
0.00387 0.0000 0.0000
0.00397 0.0000 0.0000
0.00407 0.0000 0.0000
0.00417 0.0000 0.0000
0.00427 0.0000 0.0000
0.00437 0.0000 0.0000
0.00447 0.0000 0.0000
0.00457 0.0000 0.0000
0.00467 0.0000 0.0000
0.00477 0.0000 0.0000
0.00487 0.0000 0.0000
0.00497 0.0000 0.0000
0.00507 0.0000 0.0000
0.00517 0.0000 0.0000
0.00526 0.0000 0.0000
0.00536 0.0000 0.0000
0.00546 0.0000 0.0000
0.00556 0.0000 0.0000
0.00566 0.0000 0.0000
0.00576 0.0000 0.0000
0.00586 0.0000 0.0000
0.00596 0.0000 0.0000
0.00606 0.0000 0.0000
0.00616 0.0000 0.0000
0.00626 0.0000 0.0000
0.00636 0.0000 0.0000
0.00646 0.0000 0.0000
0.00656 0.0000 0.0000
0.00666 0.0000 0.0000
0.00675 0.0000 0.0000
0.00685 0.0000 0.0000
0.00695 0.0000 0.0000
0.00705 0.0000 0.0000
0.00715 0.0000 0.0000
0.00725 0.0000 0.0000
0.00735 0.0000 0.0000
0.00745 0.0000 0.0000
0.00755 0.0000 0.0000
0.00765 0.0000 0.0000
0.00775 0.0000 0.0000
0.00785 0.0000 0.0000
0.00795 0.0000 0.0000
0.00805 0.0000 0.0000
0.00815 0.0000 0.0000
0.00824 0.0000 0.0000
0.00834 0.0000 0.0000
0.00844 0.0000 0.0000
0.00854 0.0000 0.0000
0.00864 0.0000 0.0000
0.00874 0.0000 0.0000
0.00884 0.0000 0.0000
0.00894 0.0000 0.0000
0.00904 0.0000 0.0000
0.00914 0.0000 0.0000
0.00924 0.0000 0.0000
0.00934 0.0000 0.0000
0.00944 0.0000 0.0000
0.00954 0.0000 0.0000
0.00964 0.0000 0.0000
0.00973 0.0000 0.0000
0.00983 0.0000 0.0000
0.00993 0.0000 0.0000
0.01003 0.0000 0.0000
0.01013 0.0000 0.0000
0.01023 0.0000 0.0000
0.01033 0.0000 0.0000
0.01043 0.0000 0.0000
0.01053 0.0000 0.0000
0.01063 0.0000 0.0000
0.01073 0.0000 0.0000
0.01083 0.0000 0.0000
0.01093 0.0000 0.0000
0.01103 0.0000 0.0000
0.01113 0.0000 0.0000
0.01122 0.0000 0.0000
0.01132 0.0000 0.0000
0.01142 0.0000 0.0000
0.01152 0.0000 0.0000
0.01162 0.0000 0.0000
0.01172 0.0000 0.0000
0.01182 0.0000 0.0000
0.01192 0.0000 0.0000
0.01202 0.0000 0.0000
0.01212 0.0000 0.0000
0.01222 0.0000 0.0000
0.01232 0.0000 0.0000
0.01242 0.0000 0.0000
0.01252 0.0000 0.0000
0.01262 0.0000 0.0000
0.01271 0.0000 0.0000
0.01281 0.0000 0.0000
0.01291 0.0000 0.0000
0.01301 0.0000 0.0000
0.01311 0.0000 0.0000
0.01321 0.0000 0.0000
0.01331 0.0000 0.0000
0.01341 0.0000 0.0000
0.01351 0.0000 0.0000
0.01361 0.0000 0.0000
0.01371 0.0000 0.0000
0.01381 0.0000 0.0000
0.01391 0.0000 0.0000
0.01401 0.0000 0.0000
0.01411 0.0000 0.0000
0.01420 0.0000 0.0000
0.01430 0.0000 0.0000
0.01440 0.0000 0.0000
0.01450 0.0000 0.0000
0.01460 0.0000 0.0000
0.01470 0.0000 0.0000
0.01480 0.0000 0.0000
0.01490 0.0000 0.0000
0.01500 0.0000 0.0000
0.01510 0.0000 0.0000
0.01520 0.0000 0.0000
0.01530 0.0000 0.0000
0.01540 0.0000 0.0000
0.01550 0.0000 0.0000
0.01560 0.0000 0.0000
0.01569 0.0000 0.0000
0.01579 0.0000 0.0000
0.01589 0.0000 0.0000
0.01599 0.0000 0.0000
0.01609 0.0000 0.0000
0.01619 0.0000 0.0000
0.01629 0.0000 0.0000
0.01639 0.0000 0.0000
0.01649 0.0000 0.0000
0.01659 0.0000 0.0000
0.01669 0.0000 0.0000
0.01679 0.0000 0.0000
0.01689 0.0000 0.0000
0.01699 0.0000 0.0000
0.01709 0.0000 0.0000
0.01718 0.0000 0.0000
0.01728 0.0000 0.0000
0.01738 0.0000 0.0000
0.01748 0.0000 0.0000
0.01758 0.0000 0.0000
0.01768 0.0000 0.0000
0.01778 0.0000 0.0000
0.01788 0.0000 0.0000
0.01798 0.0000 0.0000
0.01808 0.0000 0.0000
0.01818 0.0000 0.0000
0.01828 0.0000 0.0000
0.01838 0.0000 0.0000
0.01848 0.0000 0.0000
0.01857 0.0000 0.0000
0.01867 0.0000 0.0000
0.01877 0.0000 0.0000
0.01887 0.0000 0.0000
0.01897 0.0000 0.0000
0.01907 0.0000 0.0000
0.01917 0.0000 0.0000
0.01927 0.0000 0.0000
0.01937 0.0000 0.0000
0.01947 0.0000 0.0000
0.01957 0.0000 0.0000
0.01967 0.0000 0.0000
0.01977 0.0000 0.0000
0.01987 0.0000 0.0000
0.01997 0.0000 0.0000
0.02006 0.0000 0.0000
0.02016 0.0000 0.0000
0.02026 0.0000 0.0000
0.02036 0.0000 0.0000
0.02046 0.0000 0.0000
0.02056 0.0000 0.0000
0.02066 0.0000 0.0000
0.02076 0.0000 0.0000
0.02086 0.0000 0.0000
0.02096 0.0000 0.0000
0.02106 0.0000 0.0000
0.02116 0.0000 0.0000
0.02126 0.0000 0.0000
0.02136 0.0000 0.0000
0.02146 0.0000 0.0000
0.02155 0.0000 0.0000
0.02165 0.0000 0.0000
0.02175 0.0000 0.0000
0.02185 0.0000 0.0000
0.02195 0.0000 0.0000
0.02205 0.0000 0.0000
0.02215 0.0000 0.0000
0.02225 0.0000 0.0000
0.02235 0.0000 0.0000
0.02245 0.0000 0.0000
0.02255 0.0000 0.0000
0.02265 0.0000 0.0000
0.02275 0.0000 0.0000
0.02285 0.0000 0.0000
0.02295 0.0000 0.0000
0.02304 0.0000 0.0000
0.02314 0.0000 0.0000
0.02324 0.0000 0.0000
0.02334 0.0000 0.0000
0.02344 0.0000 0.0000
0.02354 0.0000 0.0000
0.02364 0.0000 0.0000
0.02374 0.0000 0.0000
0.02384 0.0000 0.0000
0.02394 0.0000 0.0000
0.02404 0.0000 0.0000
0.02414 0.0000 0.0000
0.02424 0.0000 0.0000
0.02434 0.0000 0.0000
0.02444 0.0000 0.0000
0.02453 0.0000 0.0000
0.02463 0.0000 0.0000
0.02473 0.0000 0.0000
0.02483 0.0000 0.0000
0.02493 0.0000 0.0000
0.02503 0.0000 0.0000
0.02513 0.0000 0.0000
0.02523 0.0000 0.0000
0.02533 0.0000 0.0000
0.02543 0.0030 0.0036
0.02553 0.0048 0.0042
0.02563 0.0072 0.0078
0.02573 0.0108 0.0090
0.02583 0.0108 0.0108
0.02593 0.0144 0.0144
0.02602 0.0168 0.0156
0.02612 0.0186 0.0180
0.02622 0.0192 0.0192
0.02632 0.0192 0.0174
0.02642 0.0222 0.0216
0.02652 0.0228 0.0210
0.02662 0.0228 0.0222
0.02672 0.0228 0.0198
0.02682 0.0264 0.0246
0.02692 0.0240 0.0222
0.02702 0.0288 0.0270
0.02712 0.0222 0.0198
0.02722 0.0282 0.0258
0.02732 0.0240 0.0246
0.02742 0.0300 0.0288
0.02751 0.0252 0.0222
0.02761 0.0300 0.0276
0.02771 0.0258 0.0222
0.02781 0.0294 0.0270
0.02791 0.0348 0.0324
0.02801 0.0252 0.0210
0.02811 0.0288 0.0270
0.02821 0.0312 0.0288
0.02831 0.0300 0.0300
0.02841 0.0348 0.0324
0.02851 0.0258 0.0222
0.02861 0.0306 0.0276
0.02871 0.0348 0.0324
0.02881 0.0372 0.0336
0.02891 0.0288 0.0252
0.02900 0.0288 0.0258
0.02910 0.0342 0.0300
0.02920 0.0360 0.0336
0.02930 0.0282 0.0240
0.02940 0.0294 0.0258
0.02950 0.0330 0.0288
0.02960 0.0366 0.0336
0.02970 0.0384 0.0348
0.02980 0.0306 0.0306
0.02990 0.0390 0.0390
0.03000 0.0354 0.0312
0.03010 0.0270 0.0246
0.03020 0.0318 0.0282
0.03030 0.0348 0.0300
0.03040 0.0384 0.0354
0.03049 0.0408 0.0366
0.03059 0.0294 0.0258
0.03069 0.0306 0.0276
0.03079 0.0342 0.0300
0.03089 0.0378 0.0336
0.03099 0.0414 0.0378
0.03109 0.0402 0.0354
0.03119 0.0342 0.0312
0.03129 0.0312 0.0270
0.03139 0.0336 0.0300
0.03149 0.0360 0.0312
0.03159 0.0390 0.0342
0.03169 0.0456 0.0426
0.03179 0.0324 0.0324
0.03189 0.0414 0.0420
0.03198 0.0450 0.0414
0.03208 0.0342 0.0312
0.03218 0.0318 0.0276
0.03228 0.0348 0.0300
0.03238 0.0372 0.0336
0.03248 0.0408 0.0354
0.03258 0.0450 0.0402
0.03268 0.0426 0.0390
0.03278 0.0444 0.0402
0.03288 0.0306 0.0264
0.03298 0.0336 0.0300
0.03308 0.0360 0.0312
0.03318 0.0384 0.0336
0.03328 0.0426 0.0378
0.03338 0.0462 0.0426
0.03347 0.0450 0.0396
0.03357 0.0360 0.0372
0.03367 0.0414 0.0408
0.03377 0.0462 0.0444
0.03387 0.0306 0.0270
0.03397 0.0336 0.0288
0.03407 0.0366 0.0324
0.03417 0.0402 0.0354
0.03427 0.0432 0.0378
0.03437 0.0480 0.0438
0.03447 0.0450 0.0408
0.03457 0.0444 0.0402
0.03467 0.0378 0.0336
0.03477 0.0318 0.0276
0.03487 0.0354 0.0312
0.03496 0.0384 0.0336
0.03506 0.0426 0.0366
0.03516 0.0444 0.0402
0.03526 0.0504 0.0456
0.03536 0.0468 0.0420
0.03546 0.0384 0.0336
0.03556 0.0324 0.0300
0.03566 0.0372 0.0312
0.03576 0.0390 0.0342
0.03586 0.0414 0.0360
0.03596 0.0444 0.0390
0.03606 0.0462 0.0408
0.03616 0.0510 0.0456
0.03626 0.0444 0.0414
0.03636 0.0444 0.0426
0.03645 0.0426 0.0420
0.03655 0.0528 0.0510
0.03665 0.0480 0.0426
0.03675 0.0408 0.0378
0.03685 0.0342 0.0288
0.03695 0.0372 0.0324
0.03705 0.0396 0.0348
0.03715 0.0426 0.0366
0.03725 0.0450 0.0402
0.03735 0.0486 0.0420
0.03745 0.0528 0.0492
0.03755 0.0462 0.0408
0.03765 0.0432 0.0390
0.03775 0.0348 0.0288
0.03785 0.0366 0.0324
0.03794 0.0390 0.0348
0.03804 0.0432 0.0366
0.03814 0.0450 0.0402
0.03824 0.0480 0.0420
0.03834 0.0504 0.0444
0.03844 0.0552 0.0516
0.03854 0.0474 0.0420
0.03864 0.0420 0.0378
0.03874 0.0354 0.0294
0.03884 0.0378 0.0330
0.03894 0.0414 0.0360
0.03904 0.0432 0.0378
0.03914 0.0474 0.0420
0.03924 0.0486 0.0432
0.03934 0.0534 0.0480
0.03943 0.0480 0.0438
0.03953 0.0528 0.0468
0.03963 0.0420 0.0420
0.03973 0.0504 0.0498
0.03983 0.0540 0.0540
