"rank" "remaining_area" "remaining_cost" "mean" "max" "min" "mean_positive" "weighted_mean_positive" "max_positive" "min_positive"
0.00979 4242602 0.0 0.9998 0.9998 0.9998 0.9998 0.9998 0.9998 0.9998
0.00989 4242174 0.0 0.9998 0.9998 0.9998 0.9998 0.9998 0.9998 0.9998
0.00999 4241746 0.0 0.9998 0.9998 0.9998 0.9998 0.9998 0.9998 0.9998
0.01009 4241318 0.0 0.9998 0.9998 0.9998 0.9998 0.9998 0.9998 0.9998
0.01019 4240890 0.0 0.9998 0.9998 0.9998 0.9998 0.9998 0.9998 0.9998
0.01029 4240462 0.0 0.9998 0.9998 0.9998 0.9998 0.9998 0.9998 0.9998
0.01039 4240034 0.0 0.9998 0.9998 0.9998 0.9998 0.9998 0.9998 0.9998
0.01049 4239606 0.0 0.9998 0.9998 0.9998 0.9998 0.9998 0.9998 0.9998
0.01059 4239178 0.0 0.9998 0.9998 0.9998 0.9998 0.9998 0.9998 0.9998
0.01069 4238750 0.0 0.9998 0.9998 0.9998 0.9998 0.9998 0.9998 0.9998
0.01079 4238322 0.0 0.9998 0.9998 0.9998 0.9998 0.9998 0.9998 0.9998
0.01089 4237894 0.0 0.9998 0.9998 0.9998 0.9998 0.9998 0.9998 0.9998
0.01099 4237466 0.0 0.9998 0.9998 0.9998 0.9998 0.9998 0.9998 0.9998
0.01109 4237038 0.0 0.9998 0.9998 0.9998 0.9998 0.9998 0.9998 0.9998
0.01119 4236610 0.0 0.9998 0.9998 0.9998 0.9998 0.9998 0.9998 0.9998
0.01129 4236182 0.0 0.9998 0.9998 0.9998 0.9998 0.9998 0.9998 0.9998
0.01139 4235754 0.0 0.9998 0.9998 0.9998 0.9998 0.9998 0.9998 0.9998
0.01149 4235326 0.0 0.9998 0.9998 0.9998 0.9998 0.9998 0.9998 0.9998
0.01159 4234898 0.0 0.9998 0.9998 0.9998 0.9998 0.9998 0.9998 0.9998
0.01169 4234470 0.0 0.9998 0.9998 0.9998 0.9998 0.9998 0.9998 0.9998
0.01179 4234042 0.0 0.9998 0.9998 0.9998 0.9998 0.9998 0.9998 0.9998
0.01189 4233614 0.0 0.9998 0.9998 0.9998 0.9998 0.9998 0.9998 0.9998
0.01199 4233186 0.0 0.9998 0.9998 0.9998 0.9998 0.9998 0.9998 0.9998
0.01209 4232758 0.0 0.9998 0.9998 0.9998 0.9998 0.9998 0.9998 0.9998
0.01219 4232330 0.0 0.9998 0.9998 0.9998 0.9998 0.9998 0.9998 0.9998
0.01229 4231902 0.0 0.9998 0.9998 0.9998 0.9998 0.9998 0.9998 0.9998
0.01239 4231474 0.0 0.9998 0.9998 0.9998 0.9998 0.9998 0.9998 0.9998
0.01249 4231046 0.0 0.9998 0.9998 0.9998 0.9998 0.9998 0.9998 0.9998
0.01259 4230618 0.0 0.9998 0.9998 0.9998 0.9998 0.9998 0.9998 0.9998
0.01269 4230190 0.0 0.9998 0.9998 0.9998 0.9998 0.9998 0.9998 0.9998
0.01279 4229762 0.0 0.9998 0.9998 0.9998 0.9998 0.9998 0.9998 0.9998
0.01289 4229334 0.0 0.9998 0.9998 0.9998 0.9998 0.9998 0.9998 0.9998
0.01299 4228906 0.0 0.9998 0.9998 0.9998 0.9998 0.9998 0.9998 0.9998
0.01309 4228478 0.0 0.9998 0.9998 0.9998 0.9998 0.9998 0.9998 0.9998
0.01319 4228050 0.0 0.9997 0.9997 0.9997 0.9997 0.9997 0.9997 0.9997
0.01329 4227622 0.0 0.9997 0.9997 0.9997 0.9997 0.9997 0.9997 0.9997
0.01339 4227194 0.0 0.9997 0.9997 0.9997 0.9997 0.9997 0.9997 0.9997
0.01349 4226766 0.0 0.9997 0.9997 0.9997 0.9997 0.9997 0.9997 0.9997
0.01359 4226338 0.0 0.9997 0.9997 0.9997 0.9997 0.9997 0.9997 0.9997
0.01369 4225910 0.0 0.9997 0.9997 0.9997 0.9997 0.9997 0.9997 0.9997
0.01379 4225482 0.0 0.9997 0.9997 0.9997 0.9997 0.9997 0.9997 0.9997
0.01389 4225054 0.0 0.9997 0.9997 0.9997 0.9997 0.9997 0.9997 0.9997
0.01399 4224626 0.0 0.9997 0.9997 0.9997 0.9997 0.9997 0.9997 0.9997
0.01409 4224198 0.0 0.9997 0.9997 0.9997 0.9997 0.9997 0.9997 0.9997
0.01418 4223770 0.0 0.9997 0.9997 0.9997 0.9997 0.9997 0.9997 0.9997
0.01428 4223342 0.0 0.9997 0.9997 0.9997 0.9997 0.9997 0.9997 0.9997
0.01438 4222914 0.0 0.9997 0.9997 0.9997 0.9997 0.9997 0.9997 0.9997
0.01448 4222486 0.0 0.9997 0.9997 0.9997 0.9997 0.9997 0.9997 0.9997
0.01458 4222058 0.0 0.9997 0.9997 0.9997 0.9997 0.9997 0.9997 0.9997
0.01468 4221630 0.0 0.9997 0.9997 0.9997 0.9997 0.9997 0.9997 0.9997
0.01478 4221202 0.0 0.9997 0.9997 0.9997 0.9997 0.9997 0.9997 0.9997
0.01488 4220774 0.0 0.9997 0.9997 0.9997 0.9997 0.9997 0.9997 0.9997
0.01498 4220346 0.0 0.9997 0.9997 0.9997 0.9997 0.9997 0.9997 0.9997
0.01508 4219918 0.0 0.9997 0.9997 0.9997 0.9997 0.9997 0.9997 0.9997
0.01518 4219490 0.0 0.9997 0.9997 0.9997 0.9997 0.9997 0.9997 0.9997
0.01528 4219062 0.0 0.9997 0.9997 0.9997 0.9997 0.9997 0.9997 0.9997
0.01538 4218634 0.0 0.9997 0.9997 0.9997 0.9997 0.9997 0.9997 0.9997
0.01548 4218206 0.0 0.9997 0.9997 0.9997 0.9997 0.9997 0.9997 0.9997
0.01558 4217778 0.0 0.9997 0.9997 0.9997 0.9997 0.9997 0.9997 0.9997
0.01568 4217350 0.0 0.9997 0.9997 0.9997 0.9997 0.9997 0.9997 0.9997
0.01578 4216922 0.0 0.9997 0.9997 0.9997 0.9997 0.9997 0.9997 0.9997
0.01588 4216494 0.0 0.9997 0.9997 0.9997 0.9997 0.9997 0.9997 0.9997
0.01598 4216066 0.0 0.9997 0.9997 0.9997 0.9997 0.9997 0.9997 0.9997
0.01608 4215638 0.0 0.9997 0.9997 0.9997 0.9997 0.9997 0.9997 0.9997
0.01618 4215210 0.0 0.9997 0.9997 0.9997 0.9997 0.9997 0.9997 0.9997
0.01628 4214782 0.0 0.9997 0.9997 0.9997 0.9997 0.9997 0.9997 0.9997
0.01638 4214354 0.0 0.9997 0.9997 0.9997 0.9997 0.9997 0.9997 0.9997
0.01648 4213926 0.0 0.9997 0.9997 0.9997 0.9997 0.9997 0.9997 0.9997
0.01658 4213498 0.0 0.9997 0.9997 0.9997 0.9997 0.9997 0.9997 0.9997
0.01668 4213070 0.0 0.9997 0.9997 0.9997 0.9997 0.9997 0.9997 0.9997
0.01678 4212642 0.0 0.9996 0.9996 0.9996 0.9996 0.9996 0.9996 0.9996
0.01688 4212214 0.0 0.9996 0.9996 0.9996 0.9996 0.9996 0.9996 0.9996
0.01698 4211786 0.0 0.9996 0.9996 0.9996 0.9996 0.9996 0.9996 0.9996
0.01708 4211358 0.0 0.9996 0.9996 0.9996 0.9996 0.9996 0.9996 0.9996
0.01718 4210930 0.0 0.9996 0.9996 0.9996 0.9996 0.9996 0.9996 0.9996
0.01728 4210502 0.0 0.9996 0.9996 0.9996 0.9996 0.9996 0.9996 0.9996
0.01738 4210074 0.0 0.9996 0.9996 0.9996 0.9996 0.9996 0.9996 0.9996
0.01748 4209646 0.0 0.9996 0.9996 0.9996 0.9996 0.9996 0.9996 0.9996
0.01758 4209218 0.0 0.9996 0.9996 0.9996 0.9996 0.9996 0.9996 0.9996
0.01768 4208790 0.0 0.9996 0.9996 0.9996 0.9996 0.9996 0.9996 0.9996
0.01778 4208362 0.0 0.9996 0.9996 0.9996 0.9996 0.9996 0.9996 0.9996
0.01788 4207934 0.0 0.9996 0.9996 0.9996 0.9996 0.9996 0.9996 0.9996
0.01798 4207506 0.0 0.9996 0.9996 0.9996 0.9996 0.9996 0.9996 0.9996
0.01808 4207078 0.0 0.9996 0.9996 0.9996 0.9996 0.9996 0.9996 0.9996
0.01818 4206650 0.0 0.9996 0.9996 0.9996 0.9996 0.9996 0.9996 0.9996
0.01828 4206222 0.0 0.9996 0.9996 0.9996 0.9996 0.9996 0.9996 0.9996
0.01838 4205794 0.0 0.9996 0.9996 0.9996 0.9996 0.9996 0.9996 0.9996
0.01848 4205366 0.0 0.9996 0.9996 0.9996 0.9996 0.9996 0.9996 0.9996
0.01858 4204938 0.0 0.9996 0.9996 0.9996 0.9996 0.9996 0.9996 0.9996
0.01868 4204510 0.0 0.9996 0.9996 0.9996 0.9996 0.9996 0.9996 0.9996
0.01878 4204082 0.0 0.9996 0.9996 0.9996 0.9996 0.9996 0.9996 0.9996
0.01888 4203654 0.0 0.9996 0.9996 0.9996 0.9996 0.9996 0.9996 0.9996
0.01898 4203226 0.0 0.9996 0.9996 0.9996 0.9996 0.9996 0.9996 0.9996
0.01908 4202798 0.0 0.9996 0.9996 0.9996 0.9996 0.9996 0.9996 0.9996
0.01918 4202370 0.0 0.9996 0.9996 0.9996 0.9996 0.9996 0.9996 0.9996
0.01928 4201942 0.0 0.9996 0.9996 0.9996 0.9996 0.9996 0.9996 0.9996
0.01938 4201514 0.0 0.9996 0.9996 0.9996 0.9996 0.9996 0.9996 0.9996
0.01948 4201086 0.0 0.9996 0.9996 0.9996 0.9996 0.9996 0.9996 0.9996
0.01958 4200658 0.0 0.9996 0.9996 0.9996 0.9996 0.9996 0.9996 0.9996
0.01968 4200230 0.0 0.9996 0.9996 0.9996 0.9996 0.9996 0.9996 0.9996
0.01978 4199802 0.0 0.9995 0.9995 0.9995 0.9995 0.9995 0.9995 0.9995
0.01988 4199374 0.0 0.9995 0.9995 0.9995 0.9995 0.9995 0.9995 0.9995
0.01998 4198946 0.0 0.9995 0.9995 0.9995 0.9995 0.9995 0.9995 0.9995
0.02008 4198518 0.0 0.9995 0.9995 0.9995 0.9995 0.9995 0.9995 0.9995
0.02018 4198090 0.0 0.9995 0.9995 0.9995 0.9995 0.9995 0.9995 0.9995
0.02028 4197662 0.0 0.9995 0.9995 0.9995 0.9995 0.9995 0.9995 0.9995
0.02038 4197234 0.0 0.9995 0.9995 0.9995 0.9995 0.9995 0.9995 0.9995
0.02048 4196806 0.0 0.9995 0.9995 0.9995 0.9995 0.9995 0.9995 0.9995
0.02058 4196378 0.0 0.9995 0.9995 0.9995 0.9995 0.9995 0.9995 0.9995
0.02068 4195950 0.0 0.9995 0.9995 0.9995 0.9995 0.9995 0.9995 0.9995
0.02078 4195522 0.0 0.9995 0.9995 0.9995 0.9995 0.9995 0.9995 0.9995
0.02088 4195094 0.0 0.9995 0.9995 0.9995 0.9995 0.9995 0.9995 0.9995
0.02098 4194666 0.0 0.9995 0.9995 0.9995 0.9995 0.9995 0.9995 0.9995
0.02108 4194238 0.0 0.9995 0.9995 0.9995 0.9995 0.9995 0.9995 0.9995
0.02118 4193810 0.0 0.9995 0.9995 0.9995 0.9995 0.9995 0.9995 0.9995
0.02128 4193382 0.0 0.9995 0.9995 0.9995 0.9995 0.9995 0.9995 0.9995
0.02138 4192954 0.0 0.9995 0.9995 0.9995 0.9995 0.9995 0.9995 0.9995
0.02148 4192526 0.0 0.9995 0.9995 0.9995 0.9995 0.9995 0.9995 0.9995
0.02158 4192098 0.0 0.9995 0.9995 0.9995 0.9995 0.9995 0.9995 0.9995
0.02168 4191670 0.0 0.9995 0.9995 0.9995 0.9995 0.9995 0.9995 0.9995
0.02178 4191242 0.0 0.9995 0.9995 0.9995 0.9995 0.9995 0.9995 0.9995
0.02188 4190814 0.0 0.9995 0.9995 0.9995 0.9995 0.9995 0.9995 0.9995
0.02198 4190386 0.0 0.9995 0.9995 0.9995 0.9995 0.9995 0.9995 0.9995
